EmployeeID,Department,Position,Gender,Age,Education,ExperienceYears,City,ContractType,HireDate,Year,Salary,Bonus,PerformanceScore,SickLeave,VacationLeave,OvertimeHours,TrainingHours,MaritalStatus,PromotionLast5Years,JobLevel,Attrition
181,HR,Analyst,Female,48,MBA,19,Bangalore,Permanent,2021-02-11 12:55:43,2020,1801245,90333,2,9,27,54,74,Married,No,Senior,Yes
182,HR,Analyst,Male,25,Bachelor,0,Hyderabad,Permanent,2017-01-28 19:39:49,2023,407271,219915,1,9,5,24,35,Single,No,Manager,No
183,IT,Senior Engineer,Female,36,MBA,20,Pune,Contract,2018-01-25 22:16:11,2019,481676,249176,4,3,13,26,13,Married,No,Junior,No
184,Operations,Director,Female,56,Diploma,16,Mumbai,Contract,2019-05-07 14:11:29,2022,1792625,22596,3,10,18,44,39,Single,No,Junior,No
185,HR,Associate,Male,58,MBA,12,Bangalore,Contract,2022-08-03 07:51:43,2019,892127,299311,4,13,19,31,64,Married,Yes,Senior,Yes
186,Sales,Executive,Male,22,PhD,0,Bangalore,Contract,2024-05-03 02:38:03,2024,1134363,107844,1,2,28,58,67,Married,Yes,Mid,No
187,Marketing,Manager,Female,24,MBA,9,Hyderabad,Contract,2022-02-18 02:25:23,2022,1650645,268139,5,10,5,11,56,Married,No,Manager,No
188,HR,Analyst,Female,45,Diploma,14,Bangalore,Permanent,2021-04-10 18:23:40,2022,482075,109751,4,2,6,3,52,Single,No,Mid,Yes
189,IT,Manager,Female,48,Diploma,6,Pune,Permanent,2019-06-20 06:50:39,2023,1790689,149817,1,11,22,41,65,Married,No,Mid,Yes
190,Operations,Manager,Female,57,Diploma,17,Bangalore,Contract,2022-02-03 05:19:25,2021,387745,100520,1,0,22,25,28,Married,Yes,Mid,No
191,IT,Senior Engineer,Male,55,PhD,15,Delhi,Permanent,2018-01-27 02:25:25,2020,426298,78326,2,3,10,2,78,Single,No,Junior,No
192,HR,Associate,Male,50,Diploma,13,Pune,Permanent,2018-06-01 08:27:12,2020,917997,97670,2,13,24,16,62,Single,No,Senior,Yes
193,Operations,Analyst,Male,45,Bachelor,17,Mumbai,Contract,2019-05-08 08:57:29,2020,604431,161854,5,0,12,8,68,Single,No,Senior,No
194,Marketing,Manager,Female,45,Diploma,6,Mumbai,Permanent,2018-11-25 12:30:44,2024,726228,193074,2,13,5,28,34,Married,Yes,Senior,No
195,HR,Analyst,Female,25,MBA,16,Hyderabad,Permanent,2019-03-04 12:28:22,2021,1980116,238259,5,12,19,0,33,Married,No,Mid,Yes
196,IT,Executive,Female,24,MBA,17,Hyderabad,Permanent,2017-04-22 03:38:04,2019,997143,44022,3,12,14,17,14,Married,Yes,Manager,No
197,Finance,Senior Engineer,Female,55,MBA,11,Delhi,Contract,2015-05-31 04:02:29,2020,671467,104458,3,7,8,40,43,Single,Yes,Mid,Yes
198,Sales,Executive,Male,44,PhD,7,Mumbai,Contract,2022-03-09 06:41:12,2019,1303231,168317,2,14,14,52,59,Single,No,Senior,Yes
199,IT,Analyst,Male,44,MBA,1,Mumbai,Permanent,2021-01-21 18:55:19,2021,1810107,103796,3,14,15,19,32,Married,Yes,Junior,Yes
200,Operations,Analyst,Female,26,PhD,6,Mumbai,Permanent,2022-10-11 03:25:02,2024,1788283,130704,4,0,9,56,22,Single,Yes,Mid,No
201,HR,Associate,Male,52,PhD,3,Mumbai,Permanent,2024-01-19 19:42:27,2021,520013,242869,4,11,13,40,45,Single,No,Junior,No
202,Sales,Manager,Female,27,Diploma,17,Bangalore,Permanent,2019-11-04 19:09:14,2023,751800,49533,4,13,9,33,79,Married,Yes,Senior,No
203,HR,Manager,Female,58,Bachelor,5,Pune,Permanent,2017-02-22 14:22:35,2020,1099235,252033,3,5,15,50,69,Married,No,Mid,No
204,Operations,Executive,Male,31,Diploma,8,Pune,Permanent,2016-08-06 08:52:52,2024,1529273,169388,4,6,7,27,50,Single,Yes,Junior,No
205,HR,Senior Engineer,Female,28,Diploma,8,Delhi,Contract,2016-11-28 18:34:47,2023,1991683,159771,5,14,8,47,64,Married,No,Mid,No
206,Finance,Director,Female,59,PhD,13,Bangalore,Permanent,2016-11-20 18:31:00,2020,1179793,230563,1,9,14,34,13,Single,No,Senior,No
207,Sales,Manager,Male,42,PhD,7,Mumbai,Permanent,2017-06-15 16:03:52,2021,313698,147441,2,13,11,15,49,Single,Yes,Manager,No
208,Sales,Associate,Female,41,MBA,18,Mumbai,Contract,2023-01-24 11:56:41,2021,1252064,120960,5,11,5,20,64,Married,No,Senior,No
209,Operations,Executive,Female,24,MBA,2,Hyderabad,Permanent,2022-08-26 14:44:27,2022,315376,78465,4,1,10,12,32,Married,No,Manager,No
210,Finance,Executive,Male,43,Diploma,17,Hyderabad,Permanent,2023-03-17 16:38:11,2022,776870,167745,1,3,12,34,7,Single,Yes,Manager,No
211,IT,Director,Female,25,Master,4,Delhi,Permanent,2021-09-13 15:20:28,2021,575261,124162,2,10,21,41,55,Single,No,Senior,No
212,HR,Associate,Male,49,Master,13,Mumbai,Permanent,2016-05-13 23:57:27,2021,536591,150704,5,13,28,53,12,Married,Yes,Junior,No
213,Marketing,Senior Engineer,Female,33,MBA,3,Delhi,Contract,2018-03-19 23:37:52,2019,1273885,174779,2,2,11,31,74,Single,Yes,Mid,No
214,HR,Associate,Male,59,Master,6,Bangalore,Permanent,2024-01-01 14:49:24,2019,1779748,95937,3,12,5,49,63,Single,Yes,Mid,No
215,HR,Senior Engineer,Male,57,MBA,19,Pune,Contract,2023-08-27 11:47:40,2023,1397362,149647,4,12,13,37,65,Single,No,Mid,Yes
216,IT,Associate,Male,26,PhD,11,Mumbai,Permanent,2023-04-12 23:28:26,2022,937293,140650,5,8,15,5,62,Single,No,Manager,No
217,HR,Associate,Female,34,Diploma,1,Bangalore,Permanent,2020-02-10 14:56:00,2022,1567426,237804,5,13,23,49,74,Single,No,Manager,No
218,Finance,Analyst,Male,44,Bachelor,10,Mumbai,Contract,2022-01-06 08:24:55,2021,628624,207488,1,6,6,37,16,Married,No,Senior,No
219,Finance,Executive,Male,51,Diploma,13,Hyderabad,Permanent,2022-07-27 17:51:16,2021,987055,159830,1,1,27,37,13,Single,No,Junior,Yes
220,Sales,Associate,Male,58,MBA,15,Delhi,Contract,2016-12-11 16:36:48,2023,1139665,87009,1,10,15,53,53,Single,No,Senior,No
221,Operations,Director,Male,46,MBA,19,Hyderabad,Contract,2021-02-22 01:23:18,2024,1721742,279188,2,11,7,59,21,Married,No,Senior,No
222,Marketing,Associate,Male,48,Diploma,5,Pune,Contract,2018-01-12 04:04:16,2024,1764294,265340,4,5,21,12,58,Married,No,Junior,Yes
223,HR,Manager,Female,35,MBA,3,Hyderabad,Permanent,2023-12-31 02:11:52,2024,743226,52548,2,8,14,45,48,Married,Yes,Manager,Yes
224,HR,Executive,Female,57,Master,14,Mumbai,Permanent,2021-09-26 07:14:51,2022,1335752,38371,4,11,7,52,36,Single,No,Senior,No
225,IT,Manager,Female,37,Master,0,Hyderabad,Permanent,2022-05-14 18:04:34,2019,1307845,170716,5,2,26,38,39,Single,No,Senior,Yes
226,Operations,Executive,Female,43,MBA,6,Mumbai,Permanent,2023-01-28 00:33:18,2024,392529,244731,2,13,7,12,53,Married,No,Manager,Yes
227,Finance,Manager,Female,42,MBA,11,Pune,Contract,2019-03-03 21:40:05,2020,1815697,174946,2,14,25,46,58,Married,No,Mid,No
228,Marketing,Associate,Female,42,Master,9,Hyderabad,Permanent,2022-01-28 08:39:43,2023,1788281,34281,2,10,29,11,20,Married,No,Junior,No
229,Sales,Associate,Female,29,MBA,4,Delhi,Permanent,2020-06-17 09:14:29,2024,1973783,271060,3,5,11,52,16,Married,No,Junior,No
230,Finance,Analyst,Male,37,MBA,11,Delhi,Contract,2018-11-11 00:33:32,2020,774381,120020,4,13,6,58,12,Married,No,Mid,No
231,Operations,Director,Female,52,Diploma,17,Delhi,Contract,2023-12-18 14:17:30,2024,772803,127508,4,2,5,32,25,Single,No,Junior,No
232,Sales,Manager,Male,31,Bachelor,9,Hyderabad,Permanent,2020-01-12 17:19:01,2019,1834851,86846,2,2,11,27,52,Married,Yes,Mid,No
233,IT,Senior Engineer,Male,53,Master,5,Hyderabad,Contract,2015-01-21 09:30:04,2019,509870,286401,3,3,24,56,12,Single,No,Senior,No
234,IT,Analyst,Female,55,Diploma,11,Hyderabad,Contract,2020-07-28 06:54:13,2024,893695,46558,2,8,15,2,32,Single,No,Junior,No
235,HR,Manager,Male,30,Bachelor,6,Mumbai,Contract,2020-02-29 17:08:12,2020,1946673,63188,4,10,27,17,14,Married,No,Junior,No
236,Operations,Manager,Male,38,MBA,17,Pune,Contract,2021-07-10 14:48:48,2023,579373,164084,5,12,10,25,56,Married,No,Senior,No
237,Marketing,Analyst,Male,32,MBA,1,Delhi,Contract,2023-03-28 18:17:56,2020,866464,53236,3,7,27,53,19,Married,No,Manager,No
238,Sales,Associate,Male,53,Diploma,9,Mumbai,Permanent,2016-03-27 03:14:58,2023,919113,65076,3,0,8,39,8,Married,Yes,Manager,No
239,Finance,Manager,Female,31,MBA,14,Delhi,Permanent,2018-08-19 06:14:09,2024,1220764,183148,2,12,23,1,66,Married,No,Senior,No
240,Operations,Associate,Female,43,PhD,11,Mumbai,Permanent,2023-07-31 06:20:25,2023,1446131,100337,5,11,25,3,8,Single,No,Junior,No
241,Operations,Analyst,Female,38,Diploma,16,Hyderabad,Permanent,2021-08-02 18:32:06,2021,827433,135827,4,10,23,49,45,Married,No,Junior,No
242,IT,Associate,Female,25,Bachelor,3,Delhi,Permanent,2024-06-07 18:15:32,2022,1445865,94264,1,0,18,27,77,Married,No,Junior,No
243,HR,Executive,Female,46,Diploma,6,Hyderabad,Permanent,2018-03-15 01:22:51,2022,1088695,299479,4,6,7,27,59,Single,Yes,Mid,Yes
244,HR,Senior Engineer,Female,42,Master,8,Delhi,Permanent,2015-04-20 11:34:07,2019,720129,273772,4,2,8,24,32,Married,No,Manager,Yes
245,Sales,Manager,Female,58,Diploma,18,Bangalore,Contract,2020-04-21 02:16:28,2021,357788,63773,5,13,12,25,51,Married,No,Junior,Yes
246,IT,Director,Female,59,MBA,6,Mumbai,Permanent,2021-07-28 23:33:37,2022,1027591,203230,3,10,22,44,13,Married,No,Manager,No
247,Operations,Senior Engineer,Female,22,MBA,1,Bangalore,Permanent,2016-11-02 10:39:30,2024,451744,107995,4,6,8,46,6,Single,No,Manager,Yes
248,Marketing,Associate,Female,46,PhD,5,Mumbai,Permanent,2020-02-21 20:38:36,2023,1518174,60658,3,8,15,1,71,Married,No,Junior,No
249,IT,Manager,Male,57,PhD,17,Pune,Contract,2021-09-21 03:23:41,2023,1209251,218579,5,2,20,41,52,Married,No,Senior,No
250,Sales,Associate,Female,38,PhD,5,Delhi,Permanent,2020-12-19 11:05:26,2020,712230,196660,5,2,7,33,73,Married,No,Senior,No
251,Sales,Executive,Male,45,Bachelor,12,Pune,Permanent,2019-04-28 22:40:20,2020,1946216,271953,2,1,11,29,78,Married,No,Manager,No
252,IT,Analyst,Male,23,PhD,18,Pune,Contract,2019-12-13 11:38:12,2023,784495,88582,1,9,6,20,32,Single,No,Mid,No
253,Sales,Manager,Male,36,Bachelor,1,Mumbai,Permanent,2021-12-30 09:48:53,2024,1651044,212815,5,0,5,43,18,Married,No,Manager,No
254,IT,Executive,Male,53,PhD,11,Bangalore,Permanent,2020-02-04 00:08:57,2023,1856321,163775,5,8,5,36,50,Single,No,Manager,No
255,Finance,Executive,Female,27,Bachelor,14,Hyderabad,Contract,2018-01-23 16:42:23,2020,1180507,69456,3,5,10,43,17,Married,Yes,Senior,No
256,IT,Manager,Male,22,Diploma,13,Mumbai,Permanent,2024-11-20 06:30:31,2022,1575286,75491,5,5,23,22,20,Married,No,Junior,Yes
257,IT,Associate,Female,44,Diploma,5,Hyderabad,Contract,2024-05-28 15:01:28,2019,994058,290187,4,7,11,32,44,Married,Yes,Junior,Yes
258,Sales,Director,Female,38,MBA,17,Pune,Permanent,2019-01-26 02:28:42,2020,1163601,260003,2,10,28,59,76,Single,Yes,Mid,No
259,Sales,Executive,Male,55,Bachelor,4,Hyderabad,Permanent,2019-04-08 17:25:23,2024,827800,161248,2,4,9,1,34,Married,No,Senior,No
260,HR,Senior Engineer,Female,50,Master,17,Bangalore,Permanent,2017-04-08 22:45:40,2022,986860,51174,4,8,25,26,69,Married,No,Senior,Yes
261,HR,Executive,Male,30,MBA,2,Mumbai,Contract,2022-06-29 08:30:22,2022,1472351,128177,5,14,22,47,62,Single,No,Manager,No
262,Finance,Director,Male,34,Diploma,2,Bangalore,Contract,2016-05-19 21:45:11,2022,378743,45909,1,10,28,58,52,Married,Yes,Senior,No
263,HR,Associate,Female,27,Bachelor,9,Bangalore,Contract,2019-09-14 18:13:58,2021,647786,64158,5,4,17,21,53,Married,No,Manager,No
264,IT,Associate,Female,27,PhD,18,Mumbai,Permanent,2017-06-15 09:01:40,2021,691731,159438,2,1,5,33,6,Married,No,Mid,Yes
265,Sales,Senior Engineer,Male,41,Master,2,Bangalore,Permanent,2017-01-16 10:51:14,2022,904146,236197,1,5,14,15,18,Married,No,Senior,No
266,HR,Executive,Female,24,Diploma,11,Delhi,Contract,2022-10-06 20:25:20,2024,1927664,205409,3,14,13,19,21,Single,No,Senior,Yes
267,HR,Associate,Female,38,MBA,15,Delhi,Contract,2019-04-21 03:14:50,2023,1804932,281484,3,8,21,25,35,Single,No,Manager,No
268,Finance,Director,Female,33,Bachelor,16,Delhi,Permanent,2020-01-31 14:54:32,2024,1973228,263990,5,2,5,15,14,Single,Yes,Senior,No
269,Operations,Manager,Male,22,Master,6,Hyderabad,Permanent,2020-08-16 19:02:16,2021,1854109,223114,5,9,5,5,74,Married,No,Junior,Yes
270,Finance,Analyst,Male,38,Bachelor,12,Bangalore,Permanent,2018-09-12 20:33:45,2020,1613107,168530,1,3,11,44,41,Married,No,Mid,No
271,IT,Analyst,Female,24,PhD,1,Mumbai,Permanent,2022-01-11 04:32:27,2021,487232,107367,1,9,8,43,68,Married,No,Junior,Yes
272,Sales,Analyst,Female,47,MBA,3,Mumbai,Contract,2016-07-13 06:27:08,2023,1028927,94319,5,10,27,22,34,Married,Yes,Manager,No
273,Finance,Executive,Female,36,Bachelor,9,Hyderabad,Permanent,2019-10-24 19:46:21,2019,1481447,293314,2,7,25,41,38,Single,No,Manager,No
274,HR,Senior Engineer,Female,57,Diploma,6,Mumbai,Permanent,2016-09-16 12:19:15,2021,419095,139952,3,5,16,36,22,Married,No,Manager,No
275,Sales,Associate,Female,53,MBA,16,Delhi,Permanent,2015-06-04 20:34:19,2024,1908412,100145,1,12,20,7,67,Single,Yes,Mid,No
276,Sales,Manager,Male,53,Diploma,19,Bangalore,Permanent,2019-12-30 00:48:32,2024,1251399,282139,2,6,18,5,53,Married,No,Senior,No
277,HR,Director,Female,25,Bachelor,5,Mumbai,Permanent,2024-02-11 11:37:55,2022,390450,239643,5,6,27,36,60,Married,No,Junior,No
278,Finance,Manager,Male,39,MBA,18,Mumbai,Permanent,2021-09-11 08:28:52,2022,1978533,298352,4,3,14,51,62,Single,No,Senior,No
279,HR,Director,Female,40,Diploma,4,Pune,Permanent,2015-05-09 01:50:29,2022,1166603,186250,1,14,18,21,31,Married,No,Manager,Yes
280,Operations,Executive,Male,56,PhD,9,Pune,Contract,2022-05-21 08:04:45,2019,1782171,230244,4,11,11,5,59,Single,Yes,Senior,No
281,Sales,Analyst,Female,35,PhD,8,Pune,Contract,2019-08-25 21:08:58,2023,607558,160111,2,5,8,53,23,Single,No,Mid,No
282,Marketing,Executive,Male,54,Bachelor,12,Bangalore,Contract,2018-02-20 01:29:42,2020,1945935,34990,3,11,6,31,27,Married,No,Manager,No
283,Marketing,Senior Engineer,Female,35,MBA,18,Delhi,Permanent,2016-11-08 17:15:17,2024,1985672,157513,2,8,28,16,51,Single,No,Senior,Yes
284,IT,Senior Engineer,Male,55,Master,20,Delhi,Contract,2023-12-18 16:22:39,2024,1849460,149327,3,2,22,37,70,Single,No,Junior,Yes
285,HR,Director,Male,25,MBA,5,Delhi,Permanent,2022-03-21 21:46:27,2023,1285848,150223,2,7,20,16,55,Married,Yes,Manager,No
286,HR,Associate,Male,45,PhD,3,Bangalore,Permanent,2022-02-25 23:55:58,2019,1427167,286100,1,6,13,36,32,Single,No,Manager,No
287,IT,Associate,Male,50,Diploma,2,Bangalore,Permanent,2016-10-14 06:30:35,2022,1048501,223161,1,3,9,22,61,Single,No,Mid,No
288,IT,Director,Male,40,Master,2,Pune,Permanent,2020-05-21 18:03:58,2023,1315807,137782,4,9,13,48,62,Married,Yes,Mid,No
289,IT,Senior Engineer,Male,27,Bachelor,3,Mumbai,Contract,2018-02-27 17:38:05,2020,566441,284509,2,12,29,48,19,Single,No,Junior,Yes
290,Sales,Senior Engineer,Female,54,Master,4,Hyderabad,Permanent,2023-12-20 14:37:36,2022,933801,72499,2,2,12,12,20,Married,No,Senior,No
291,Operations,Senior Engineer,Male,40,Bachelor,7,Hyderabad,Permanent,2020-03-13 15:47:32,2020,1172911,277023,4,13,28,31,51,Single,No,Senior,No
292,HR,Executive,Female,22,Master,15,Mumbai,Contract,2020-09-21 14:22:06,2021,1447328,163979,5,6,24,21,67,Married,No,Manager,Yes
293,Sales,Senior Engineer,Female,26,Bachelor,2,Pune,Contract,2019-03-03 02:21:01,2020,436080,168408,2,9,20,6,16,Married,No,Manager,Yes
294,IT,Manager,Female,48,Bachelor,11,Mumbai,Contract,2022-06-04 18:52:27,2022,517885,203403,2,8,24,21,47,Married,No,Senior,No
295,HR,Analyst,Female,37,Master,7,Mumbai,Permanent,2023-07-30 09:22:23,2021,1726201,221023,2,11,22,20,33,Married,Yes,Senior,No
296,Sales,Senior Engineer,Female,27,Master,12,Hyderabad,Contract,2024-02-18 05:56:30,2022,447892,203581,5,9,8,5,53,Married,No,Senior,No
297,Operations,Director,Male,34,Bachelor,3,Pune,Permanent,2020-03-14 01:34:59,2024,764764,288616,1,2,20,13,7,Single,Yes,Manager,No
298,Sales,Analyst,Male,56,PhD,13,Bangalore,Permanent,2017-12-31 04:56:58,2022,453325,178352,4,14,8,15,73,Married,No,Mid,No
299,Operations,Executive,Male,40,Master,13,Hyderabad,Contract,2015-12-14 13:27:50,2021,722418,172931,5,9,10,2,64,Married,Yes,Mid,Yes
300,IT,Director,Female,33,MBA,12,Bangalore,Contract,2020-04-30 07:04:08,2020,1246740,250413,3,8,7,8,70,Single,Yes,Junior,No
301,Operations,Analyst,Male,37,Diploma,5,Pune,Contract,2021-03-13 07:52:20,2024,891444,159334,3,12,22,46,30,Married,Yes,Senior,No
302,HR,Director,Male,31,Bachelor,16,Mumbai,Permanent,2021-01-15 12:44:35,2019,360263,166626,5,7,19,20,75,Single,No,Senior,No
303,IT,Executive,Male,46,Bachelor,3,Delhi,Permanent,2018-01-19 10:58:06,2019,923540,27008,5,11,12,49,78,Single,No,Senior,No
304,HR,Manager,Male,41,Diploma,7,Delhi,Permanent,2019-03-29 06:44:04,2019,1467208,100799,1,2,22,29,73,Married,No,Junior,No
305,Marketing,Executive,Male,52,PhD,16,Pune,Permanent,2023-01-04 02:28:08,2019,316575,298382,3,14,28,29,51,Single,Yes,Senior,No
306,Finance,Executive,Female,25,Diploma,2,Delhi,Permanent,2015-12-07 18:05:43,2023,1622924,255018,4,7,27,59,46,Single,No,Mid,No
307,Operations,Director,Male,44,Master,16,Bangalore,Permanent,2020-09-21 01:09:07,2019,1360528,299297,2,11,7,41,35,Single,No,Senior,No
308,Finance,Associate,Female,23,Diploma,8,Delhi,Contract,2020-10-25 16:39:06,2021,1868402,79353,2,3,10,41,26,Married,No,Junior,No
309,Finance,Senior Engineer,Female,43,Bachelor,1,Pune,Permanent,2020-09-20 11:44:06,2019,1431899,72092,1,5,26,31,21,Single,No,Manager,No
310,Operations,Senior Engineer,Female,58,Diploma,12,Pune,Contract,2020-12-29 03:42:33,2022,1513520,263907,1,11,25,22,24,Married,No,Manager,No
311,IT,Manager,Female,29,MBA,19,Bangalore,Contract,2018-05-23 06:14:28,2019,984736,194224,3,9,28,2,12,Married,No,Mid,Yes
312,Marketing,Manager,Female,28,Master,1,Delhi,Contract,2023-10-16 08:47:00,2020,442712,69104,4,1,19,0,53,Single,Yes,Mid,Yes
313,HR,Senior Engineer,Male,35,Diploma,19,Delhi,Contract,2024-12-15 20:19:22,2021,588581,175355,4,7,16,2,42,Married,Yes,Mid,No
314,Sales,Associate,Male,24,Bachelor,10,Mumbai,Contract,2018-04-28 13:23:52,2021,427129,239606,5,12,9,56,57,Single,No,Manager,No
315,HR,Senior Engineer,Male,37,Master,14,Hyderabad,Permanent,2017-06-22 06:10:23,2024,1174113,48887,1,8,11,36,32,Single,No,Senior,Yes
316,Sales,Associate,Female,40,Bachelor,10,Pune,Permanent,2024-05-22 10:08:40,2023,1078810,286499,2,6,26,6,33,Married,Yes,Junior,No
317,HR,Manager,Male,39,PhD,2,Mumbai,Permanent,2016-09-26 12:26:29,2022,832191,192606,2,7,19,2,76,Married,No,Junior,No
318,Operations,Analyst,Male,37,MBA,2,Pune,Permanent,2021-10-07 00:39:57,2021,1563352,271420,3,6,11,35,15,Married,No,Senior,No
319,Marketing,Director,Female,29,PhD,11,Mumbai,Contract,2020-01-07 15:53:39,2020,851151,91442,2,10,17,48,51,Single,No,Manager,No
320,Sales,Manager,Female,54,MBA,4,Hyderabad,Contract,2017-07-12 14:19:45,2019,605525,32279,4,9,29,2,49,Single,No,Manager,No
321,IT,Manager,Female,33,Diploma,19,Mumbai,Contract,2019-03-07 14:08:45,2021,743172,194563,4,3,7,54,22,Single,Yes,Junior,Yes
322,HR,Executive,Female,32,Master,6,Pune,Permanent,2024-07-04 20:31:16,2020,1292030,140738,1,0,27,3,54,Married,No,Mid,No
323,HR,Executive,Male,26,Diploma,6,Delhi,Permanent,2017-06-14 08:33:09,2019,835755,159333,3,2,17,30,53,Single,Yes,Mid,No
324,Sales,Executive,Female,48,MBA,12,Pune,Permanent,2022-02-28 07:35:06,2023,620098,155546,2,6,7,1,26,Single,No,Junior,No
325,IT,Director,Female,33,MBA,8,Bangalore,Permanent,2021-07-05 03:32:33,2021,586045,111414,1,10,6,13,49,Single,Yes,Junior,No
326,IT,Executive,Male,38,MBA,20,Bangalore,Contract,2019-09-03 11:03:07,2021,1057902,240079,5,10,27,36,65,Single,No,Senior,Yes
327,Operations,Associate,Male,27,Bachelor,12,Bangalore,Contract,2020-12-25 07:58:00,2020,1171612,24787,5,6,8,30,25,Married,No,Senior,No
328,Operations,Senior Engineer,Female,54,Master,11,Bangalore,Permanent,2023-05-18 07:42:11,2024,1942767,262951,2,10,21,52,75,Single,No,Senior,No
329,Operations,Analyst,Male,26,Diploma,12,Hyderabad,Permanent,2017-09-19 21:28:57,2022,666099,224470,2,12,10,1,65,Married,Yes,Senior,No
330,Operations,Manager,Female,49,Diploma,9,Delhi,Contract,2019-07-31 02:43:29,2023,1233708,209249,2,2,15,30,40,Single,Yes,Senior,No
331,Operations,Associate,Female,35,PhD,0,Delhi,Contract,2017-07-04 17:11:46,2022,844043,30663,4,0,10,46,28,Single,Yes,Senior,Yes
332,Operations,Analyst,Male,26,MBA,7,Pune,Contract,2023-07-13 23:19:30,2021,1670537,173812,2,9,26,42,36,Single,No,Mid,Yes
333,Marketing,Associate,Male,54,MBA,15,Mumbai,Contract,2016-05-12 20:44:56,2022,1088525,153107,5,8,6,21,63,Married,No,Junior,Yes
334,IT,Associate,Female,40,MBA,12,Pune,Permanent,2017-07-15 22:14:54,2019,556094,120271,2,11,21,9,79,Married,No,Manager,No
335,Operations,Manager,Female,43,Diploma,2,Pune,Contract,2022-06-09 06:05:04,2023,762753,87388,3,5,7,51,9,Married,Yes,Senior,Yes
336,IT,Senior Engineer,Female,26,PhD,2,Pune,Contract,2016-10-03 00:15:50,2022,1633660,72335,5,12,16,29,20,Single,Yes,Mid,Yes
337,IT,Executive,Male,23,Bachelor,4,Pune,Contract,2018-07-15 07:34:57,2019,999400,63315,3,12,18,32,15,Single,Yes,Junior,No
338,Finance,Director,Female,51,Master,10,Delhi,Contract,2016-09-28 05:51:36,2020,1254826,69334,5,11,6,18,39,Married,No,Junior,No
339,Marketing,Senior Engineer,Female,25,Bachelor,6,Mumbai,Permanent,2021-06-21 08:23:04,2022,1440120,206964,1,6,26,45,79,Single,No,Junior,Yes
340,Operations,Director,Female,54,Diploma,20,Pune,Permanent,2016-10-12 01:43:32,2023,1957301,212268,5,0,26,24,46,Single,No,Senior,No
341,HR,Manager,Female,34,MBA,9,Delhi,Permanent,2020-02-28 23:45:18,2019,655113,59726,5,0,9,57,14,Married,No,Senior,No
342,Sales,Manager,Female,41,Master,9,Pune,Permanent,2021-03-24 02:32:14,2022,1455577,226823,3,3,14,54,12,Single,Yes,Manager,No
343,HR,Manager,Male,28,Diploma,19,Bangalore,Permanent,2023-02-14 19:20:34,2020,1436301,200678,3,6,14,53,30,Single,Yes,Senior,No
344,Marketing,Analyst,Female,36,Diploma,1,Pune,Permanent,2017-09-22 19:59:23,2022,1726504,268045,5,13,25,45,7,Single,No,Junior,Yes
345,Sales,Director,Female,44,Diploma,2,Pune,Contract,2016-04-19 04:24:34,2019,410675,182325,5,10,13,0,63,Married,No,Junior,No
346,Marketing,Senior Engineer,Female,35,Master,7,Hyderabad,Contract,2018-10-18 10:05:55,2022,394266,175302,4,14,25,31,7,Single,No,Mid,No
347,IT,Senior Engineer,Female,44,Master,10,Bangalore,Contract,2019-05-22 19:35:58,2023,1619956,205046,1,10,17,24,42,Married,Yes,Mid,No
348,Sales,Associate,Male,40,PhD,12,Mumbai,Contract,2019-02-22 20:23:08,2021,1159029,288177,1,7,14,40,6,Single,Yes,Manager,No
349,IT,Associate,Male,50,PhD,6,Pune,Permanent,2016-03-06 22:37:32,2019,1563772,82461,2,9,10,16,21,Married,Yes,Mid,No
350,HR,Associate,Male,41,Bachelor,12,Mumbai,Contract,2020-10-30 15:44:58,2019,434974,284809,5,8,15,13,77,Married,Yes,Manager,Yes
